Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
1471 Götene,C,Centerpartiet,13.0,9.1,10.9,10.9,8.7,9.4,10.1
1471 Götene,L,Liberalerna,6.3,3.8,9.1,5.5,6.2,3.8,4.0
1471 Götene,KD,Kristdemokraterna,6.9,17.4,14.0,10.8,8.2,6.2,9.5
1471 Götene,MP,Miljöpartiet,5.5,4.0,3.9,3.9,6.4,4.8,3.6
1471 Götene,S,Socialdemokraterna,42.3,35.6,40.5,38.6,34.5,36.0,31.1
1471 Götene,V,Vänsterpartiet,5.5,11.9,8.0,4.7,4.9,5.2,6.3
1471 Götene,SD,Sverigedemokraterna,..,0.2,1.0,2.6,4.8,12.9,18.9
1471 Götene,A,övriga partier,2.5,1.2,1.0,2.0,0.9,2.9,1.2
1472 Tibro,M,Moderaterna,17.9,16.6,11.9,19.7,23.4,16.9,16.3
1472 Tibro,C,Centerpartiet,10.1,6.7,8.1,9.8,7.3,7.3,8.3
1472 Tibro,L,Liberalerna,7.9,4.7,10.7,7.0,7.2,4.7,5.5
1472 Tibro,KD,Kristdemokraterna,7.8,17.7,14.3,10.3,10.0,7.0,9.7
1472 Tibro,MP,Miljöpartiet,4.3,3.7,3.5,2.9,4.4,4.4,2.3
1472 Tibro,S,Socialdemokraterna,44.4,37.5,42.5,40.3,36.4,37.1,31.2
1472 Tibro,V,Vänsterpartiet,5.1,12.2,7.2,4.6,4.3,3.6,4.6
1472 Tibro,SD,Sverigedemokraterna,..,0.1,0.8,3.3,6.4,16.8,21.1
1472 Tibro,A,övriga partier,2.3,0.9,1.0,2.3,0.6,2.1,1.0
1473 Töreboda,M,Moderaterna,19.5,17.0,13.7,21.2,24.8,18.4,17.3
1473 Töreboda,C,Centerpartiet,18.4,12.7,14.6,14.0,11.6,12.1,10.9
1473 Töreboda,L,Liberalerna,3.3,2.6,7.3,4.0,3.9,2.6,3.1
1473 Töreboda,KD,Kristdemokraterna,5.1,14.5,10.9,6.9,5.3,3.9,6.6
1473 Töreboda,MP,Miljöpartiet,5.1,4.4,3.7,3.1,4.3,3.7,2.0
1473 Töreboda,S,Socialdemokraterna,40.9,35.1,39.3,39.9,37.6,35.6,30.5
1473 Töreboda,V,Vänsterpartiet,5.8,11.9,7.4,5.2,5.1,4.1,4.6
1473 Töreboda,SD,Sverigedemokraterna,..,0.3,2.3,3.0,6.5,17.3,23.1
1473 Töreboda,A,övriga partier,1.9,1.5,0.9,2.7,0.9,2.2,1.9
1480 Göteborg,M,Moderaterna,25.5,25.8,17.4,26.9,30.4,23.9,19.9
1480 Göteborg,C,Centerpartiet,2.9,1.7,1.9,4.5,3.8,3.8,7.1
1480 Göteborg,L,Liberalerna,9.6,6.6,18.0,10.2,8.4,7.2,7.2
1480 Göteborg,KD,Kristdemokraterna,4.3,12.0,8.6,6.7,6.1,4.6,5.5
1480 Göteborg,MP,Miljöpartiet,6.0,5.7,6.5,8.4,10.7,9.8,6.9
1480 Göteborg,S,Socialdemokraterna,40.2,29.3,33.2,28.9,25.2,23.7,23.8
1480 Göteborg,V,Vänsterpartiet,8.8,14.9,11.9,8.7,8.5,9.4,14.0
1480 Göteborg,SD,Sverigedemokraterna,..,0.5,1.6,2.5,4.9,9.6,13.5
1480 Göteborg,A,övriga partier,2.7,3.3,1.0,3.1,1.9,8.0,2.1
1481 Mölndal,M,Moderaterna,24.0,23.4,15.9,27.8,32.9,25.5,22.5
1481 Mölndal,C,Centerpartiet,4.6,2.4,3.0,5.6,4.8,5.1,8.1
1481 Mölndal,L,Liberalerna,10.9,6.6,19.0,11.6,10.3,8.4,8.2
1481 Mölndal,KD,Kristdemokraterna,4.5,13.4,9.7,7.6,6.5,5.3,6.3
1481 Mölndal,MP,Miljöpartiet,4.9,4.2,4.3,5.5,8.5,9.1,5.8
1481 Mölndal,S,Socialdemokraterna,42.2,31.5,35.1,29.9,24.8,25.3,24.0
1481 Mölndal,V,Vänsterpartiet,6.5,11.8,8.9,6.1,5.3,5.8,7.6
1481 Mölndal,SD,Sverigedemokraterna,..,1.1,2.0,3.3,5.6,11.6,15.8
1481 Mölndal,A,övriga partier,2.5,5.6,2.1,2.5,1.4,4.1,1.6
1482 Kungälv,M,Moderaterna,22.6,22.0,15.1,26.2,33.2,26.1,22.2
1482 Kungälv,C,Centerpartiet,8.6,5.4,6.0,7.9,6.6,6.6,8.7
1482 Kungälv,L,Liberalerna,8.0,4.6,14.9,8.8,9.1,6.6,6.0
1482 Kungälv,KD,Kristdemokraterna,4.9,15.6,12.1,8.7,7.1,5.7,7.7
1482 Kungälv,MP,Miljöpartiet,5.3,4.5,4.0,4.5,6.3,6.4,4.3
1482 Kungälv,S,Socialdemokraterna,42.7,34.6,38.4,33.0,26.0,26.9,25.1
1482 Kungälv,V,Vänsterpartiet,6.1,11.2,7.5,5.1,4.4,4.9,6.2
1482 Kungälv,SD,Sverigedemokraterna,..,0.4,1.2,3.5,6.2,13.6,18.6
1482 Kungälv,A,övriga partier,1.9,1.7,0.7,2.4,1.0,3.1,1.3
1484 Lysekil,M,Moderaterna,16.1,16.0,11.4,20.7,25.6,18.0,15.6
1484 Lysekil,C,Centerpartiet,5.1,3.5,3.7,4.8,4.2,5.3,7.1
1484 Lysekil,L,Liberalerna,8.5,6.4,15.4,10.2,10.0,6.2,5.4
1484 Lysekil,KD,Kristdemokraterna,2.5,9.4,7.0,6.0,4.7,4.2,5.5
1484 Lysekil,MP,Miljöpartiet,5.1,5.0,4.4,4.7,6.5,5.8,4.3
1484 Lysekil,S,Socialdemokraterna,55.0,46.0,48.9,42.9,36.7,35.4,32.4
1484 Lysekil,V,Vänsterpartiet,6.1,12.3,7.6,5.5,5.6,6.1,6.6
1484 Lysekil,SD,Sverigedemokraterna,..,0.0,1.2,2.5,5.8,15.9,21.8
1484 Lysekil,A,övriga partier,1.7,1.3,0.4,2.7,0.9,3.1,1.3
1485 Uddevalla,M,Moderaterna,17.3,17.0,11.8,23.1,28.8,20.5,18.3
1485 Uddevalla,C,Centerpartiet,6.8,4.3,5.3,6.1,5.0,4.8,6.6
1485 Uddevalla,L,Liberalerna,6.5,4.1,12.5,7.5,6.6,4.8,4.9
1485 Uddevalla,KD,Kristdemokraterna,4.2,13.1,10.7,7.9,6.8,5.3,7.1
1485 Uddevalla,MP,Miljöpartiet,5.7,4.4,4.1,4.7,7.0,6.0,3.9
1485 Uddevalla,S,Socialdemokraterna,49.7,39.9,43.3,38.9,33.4,33.8,30.3
1485 Uddevalla,V,Vänsterpartiet,6.8,13.3,9.1,5.2,5.2,6.0,6.8
1485 Uddevalla,SD,Sverigedemokraterna,..,1.0,2.4,3.6,6.1,15.4,20.6
1485 Uddevalla,A,övriga partier,2.9,2.8,0.7,3.1,1.1,3.3,1.5
1486 Strömstad,M,Moderaterna,19.1,19.7,13.9,21.9,29.3,23.0,18.9
1486 Strömstad,C,Centerpartiet,13.5,9.9,13.8,13.8,10.9,9.5,8.4
1486 Strömstad,L,Liberalerna,6.8,4.7,12.8,9.8,8.6,7.3,6.6
1486 Strömstad,KD,Kristdemokraterna,3.2,11.9,7.6,6.3,5.2,4.1,7.1
1486 Strömstad,MP,Miljöpartiet,6.3,5.3,5.3,5.2,8.5,7.6,4.4
1486 Strömstad,S,Socialdemokraterna,44.1,37.3,38.5,34.2,28.0,27.0,26.2
1486 Strömstad,V,Vänsterpartiet,4.9,9.7,6.8,4.9,4.2,4.6,5.6
1486 Strömstad,SD,Sverigedemokraterna,..,0.1,0.6,1.8,4.5,13.5,20.9
1486 Strömstad,A,övriga partier,2.1,1.4,0.7,2.2,0.8,3.3,1.8
1487 Vänersborg,M,Moderaterna,17.9,16.8,11.2,19.4,26.0,17.8,16.0
1487 Vänersborg,C,Centerpartiet,10.2,6.7,7.5,8.5,5.7,6.5,7.3
1487 Vänersborg,L,Liberalerna,7.0,4.0,11.3,6.8,7.5,4.8,4.5
1487 Vänersborg,KD,Kristdemokraterna,4.4,14.7,10.3,7.5,5.4,4.5,6.7
1487 Vänersborg,MP,Miljöpartiet,5.9,4.7,4.3,4.8,7.1,6.2,3.6
1487 Vänersborg,S,Socialdemokraterna,46.1,37.3,44.0,42.0,34.0,34.7,31.6
1487 Vänersborg,V,Vänsterpartiet,6.7,13.7,9.6,5.9,6.7,6.7,6.9
1487 Vänersborg,SD,Sverigedemokraterna,..,0.4,0.9,2.6,6.3,15.9,22.1
1487 Vänersborg,A,övriga partier,1.8,1.8,0.9,2.5,1.2,2.9,1.3
1488 Trollhättan,M,Moderaterna,16.6,16.6,11.5,18.8,24.1,17.9,17.7
1488 Trollhättan,C,Centerpartiet,5.8,3.5,4.5,5.6,3.7,4.1,6.1
1488 Trollhättan,L,Liberalerna,6.9,4.0,11.3,6.8,7.4,5.3,5.0
1488 Trollhättan,KD,Kristdemokraterna,3.1,11.0,7.7,5.5,4.4,3.7,5.1
1488 Trollhättan,MP,Miljöpartiet,4.9,4.4,3.9,4.3,6.7,6.1,4.4
1488 Trollhättan,S,Socialdemokraterna,54.4,44.1,49.9,49.6,42.0,40.6,36.2
1488 Trollhättan,V,Vänsterpartiet,6.5,13.4,8.8,5.4,5.8,5.8,6.9
1488 Trollhättan,SD,Sverigedemokraterna,..,1.5,2.1,2.0,4.9,13.5,17.4
1488 Trollhättan,A,övriga partier,1.9,1.5,0.3,2.1,1.0,3.1,1.2
1489 Alingsås,M,Moderaterna,20.2,19.6,13.1,22.7,27.9,22.6,18.3
1489 Alingsås,C,Centerpartiet,7.8,4.6,5.5,8.1,6.2,6.7,9.8
1489 Alingsås,L,Liberalerna,8.8,5.8,15.3,9.7,10.0,6.9,6.7
1489 Alingsås,KD,Kristdemokraterna,7.6,18.2,15.8,10.4,8.7,6.9,8.6
1489 Alingsås,MP,Miljöpartiet,6.9,5.9,5.6,6.7,9.5,8.9,5.8
1489 Alingsås,S,Socialdemokraterna,40.5,30.8,34.4,31.5,25.7,27.5,26.4
1489 Alingsås,V,Vänsterpartiet,6.3,13.1,9.2,6.4,6.2,6.0,7.8
1489 Alingsås,SD,Sverigedemokraterna,..,0.2,0.5,2.4,4.7,10.8,15.3
1489 Alingsås,A,övriga partier,1.9,1.7,0.6,2.2,1.1,3.8,1.4
1490 Borås,M,Moderaterna,22.1,21.3,15.2,25.4,29.1,23.3,20.5
1490 Borås,C,Centerpartiet,6.6,3.9,4.3,5.8,4.7,4.9,7.3
1490 Borås,L,Liberalerna,6.7,4.2,11.6,7.2,7.7,5.2,5.7
1490 Borås,KD,Kristdemokraterna,4.1,14.5,11.7,7.9,6.2,5.1,6.6
1490 Borås,MP,Miljöpartiet,4.9,4.7,3.8,4.2,6.5,6.8,3.7
1490 Borås,S,Socialdemokraterna,48.3,37.1,42.2,36.4,31.9,31.4,29.5
1490 Borås,V,Vänsterpartiet,5.7,13.0,8.2,6.1,5.6,5.8,7.0
1490 Borås,SD,Sverigedemokraterna,..,0.2,1.5,3.2,7.1,14.4,18.4
1490 Borås,A,övriga partier,1.6,1.3,1.6,3.9,1.3,3.0,1.3
1491 Ulricehamn,M,Moderaterna,21.9,19.9,12.6,24.0,29.4,22.9,19.7
1491 Ulricehamn,C,Centerpartiet,16.8,11.6,13.3,14.7,12.2,12.5,12.9
1491 Ulricehamn,L,Liberalerna,6.9,3.7,11.3,5.7,6.8,4.4,5.1
1491 Ulricehamn,KD,Kristdemokraterna,6.3,19.5,15.4,9.8,7.9,5.7,7.9
1491 Ulricehamn,MP,Miljöpartiet,7.0,5.2,4.0,4.2,6.1,5.7,3.2
1491 Ulricehamn,S,Socialdemokraterna,35.4,30.3,35.1,30.7,26.2,27.3,24.7
1491 Ulricehamn,V,Vänsterpartiet,4.0,8.4,6.3,4.0,3.9,4.5,5.5
1491 Ulricehamn,SD,Sverigedemokraterna,..,0.0,0.5,2.9,6.7,14.8,19.6
1491 Ulricehamn,A,övriga partier,1.8,1.4,1.6,4.0,0.9,2.1,1.3
1492 Åmål,M,Moderaterna,18.2,16.0,9.7,18.4,24.8,16.6,13.8
1492 Åmål,C,Centerpartiet,11.0,7.6,11.4,11.1,6.6,7.2,7.5
1492 Åmål,L,Liberalerna,5.3,3.3,9.4,5.1,6.0,3.9,3.4
1492 Åmål,KD,Kristdemokraterna,3.8,13.3,10.1,6.4,5.2,3.6,5.9
1492 Åmål,MP,Miljöpartiet,4.3,4.4,4.0,4.2,6.1,5.0,3.1
1492 Åmål,S,Socialdemokraterna,51.3,41.6,46.7,44.2,39.7,39.1,34.9
1492 Åmål,V,Vänsterpartiet,4.8,12.2,6.9,5.8,5.3,5.1,6.7
1492 Åmål,SD,Sverigedemokraterna,..,0.2,0.7,2.4,5.5,17.0,23.2
1492 Åmål,A,övriga partier,1.3,1.5,1.0,2.5,0.8,2.6,1.5
1493 Mariestad,M,Moderaterna,19.8,17.7,13.1,23.6,28.1,21.9,19.9
1493 Mariestad,C,Centerpartiet,8.2,5.0,6.2,6.8,5.3,6.4,8.3
1493 Mariestad,L,Liberalerna,5.4,3.5,10.1,4.9,5.6,3.6,3.7
1493 Mariestad,KD,Kristdemokraterna,5.1,15.3,11.3,7.7,5.7,4.6,7.3
1493 Mariestad,MP,Miljöpartiet,5.5,4.0,4.4,3.8,6.1,5.1,3.1
1493 Mariestad,S,Socialdemokraterna,46.3,39.5,43.6,42.1,37.1,37.1,33.0
1493 Mariestad,V,Vänsterpartiet,7.2,13.5,8.8,6.1,5.9,5.2,6.0
1493 Mariestad,SD,Sverigedemokraterna,..,0.2,1.7,3.0,5.2,13.6,17.6
1493 Mariestad,A,övriga partier,2.6,1.3,0.7,2.0,1.0,2.3,1.2
1494 Lidköping,M,Moderaterna,18.5,17.4,12.0,22.4,26.3,19.8,17.3
1494 Lidköping,C,Centerpartiet,10.7,6.9,8.0,8.8,7.1,7.0,8.9
1494 Lidköping,L,Liberalerna,6.5,4.1,10.1,5.4,6.7,5.1,4.9
1494 Lidköping,KD,Kristdemokraterna,4.7,14.3,11.3,8.8,6.5,5.4,7.2
1494 Lidköping,MP,Miljöpartiet,5.1,3.8,3.7,4.3,6.4,5.8,3.6
1494 Lidköping,S,Socialdemokraterna,45.9,38.3,43.4,39.5,35.3,36.1,33.2
1494 Lidköping,V,Vänsterpartiet,7.1,13.2,9.4,6.4,5.7,5.6,6.4
1494 Lidköping,SD,Sverigedemokraterna,..,0.2,0.7,2.8,5.1,12.5,17.3
1494 Lidköping,A,övriga partier,1.6,1.9,1.4,1.8,0.8,2.7,1.2
1495 Skara,M,Moderaterna,21.7,21.1,14.8,25.5,29.4,21.4,19.3
1495 Skara,C,Centerpartiet,11.4,7.4,9.0,9.1,7.3,7.7,8.4
1495 Skara,L,Liberalerna,5.6,4.2,10.3,6.1,5.8,3.6,3.6
1495 Skara,KD,Kristdemokraterna,4.2,13.2,10.5,6.7,5.5,4.2,6.9
1495 Skara,MP,Miljöpartiet,6.3,4.5,4.0,4.1,6.3,5.4,3.6
1495 Skara,S,Socialdemokraterna,42.9,37.8,42.2,38.4,34.4,34.5,30.4
1495 Skara,V,Vänsterpartiet,4.9,10.6,7.8,4.8,4.6,4.4,6.0
1495 Skara,SD,Sverigedemokraterna,..,0.1,0.8,3.0,5.6,16.0,20.2
1495 Skara,A,övriga partier,2.9,1.2,0.5,2.0,1.1,2.8,1.5
1496 Skövde,M,Moderaterna,22.0,21.9,14.6,25.4,30.3,23.7,20.9
1496 Skövde,C,Centerpartiet,9.6,6.3,7.5,8.8,7.5,7.4,8.8
1496 Skövde,L,Liberalerna,7.1,4.3,12.2,6.7,7.3,5.5,5.6
1496 Skövde,KD,Kristdemokraterna,4.7,15.0,11.7,7.4,6.3,4.9,8.0
1496 Skövde,MP,Miljöpartiet,4.9,3.9,3.9,4.0,6.3,5.7,3.4
1496 Skövde,S,Socialdemokraterna,44.3,36.5,40.9,37.5,31.0,32.8,28.8
1496 Skövde,V,Vänsterpartiet,5.3,10.5,7.1,5.0,4.7,4.0,5.6
1496 Skövde,SD,Sverigedemokraterna,..,0.2,1.0,3.0,5.2,12.7,16.9
1496 Skövde,A,övriga partier,2.1,1.4,1.0,2.1,1.3,3.2,1.8
1497 Hjo,M,Moderaterna,22.5,20.6,15.0,25.7,28.8,23.0,18.6
1497 Hjo,C,Centerpartiet,10.4,6.4,8.4,9.1,7.3,7.8,9.8
1497 Hjo,L,Liberalerna,6.6,5.4,11.3,5.9,7.5,5.1,4.0
1497 Hjo,KD,Kristdemokraterna,7.2,18.5,15.1,10.1,8.4,6.4,9.6
1497 Hjo,MP,Miljöpartiet,5.4,4.2,3.7,4.4,6.6,5.5,3.6
1497 Hjo,S,Socialdemokraterna,41.1,32.3,37.7,35.5,30.8,30.8,27.4
1497 Hjo,V,Vänsterpartiet,4.7,11.3,6.9,4.4,4.6,4.6,6.2
1497 Hjo,SD,Sverigedemokraterna,..,0.2,0.9,3.0,5.2,14.5,19.5
1497 Hjo,A,övriga partier,2.1,1.2,0.9,2.0,0.8,2.3,1.2
1498 Tidaholm,M,Moderaterna,14.9,13.5,10.0,17.3,22.0,15.2,13.5
1498 Tidaholm,C,Centerpartiet,10.8,6.1,8.3,8.6,6.8,6.3,7.4
1498 Tidaholm,L,Liberalerna,6.0,4.6,8.4,4.2,5.0,2.9,3.4
1498 Tidaholm,KD,Kristdemokraterna,5.1,14.6,11.4,7.2,5.1,4.2,7.0
1498 Tidaholm,MP,Miljöpartiet,3.7,3.0,3.2,3.0,4.8,4.4,2.6
1498 Tidaholm,S,Socialdemokraterna,51.4,44.8,49.2,48.7,43.8,43.8,37.8
1498 Tidaholm,V,Vänsterpartiet,5.8,11.8,8.4,5.6,5.4,4.6,5.7
1498 Tidaholm,SD,Sverigedemokraterna,..,0.1,0.8,3.3,6.2,16.7,21.5
1498 Tidaholm,A,övriga partier,2.4,1.6,0.4,2.0,0.8,2.0,1.1
1499 Falköping,M,Moderaterna,21.7,19.3,14.3,22.4,27.8,19.9,16.8
1499 Falköping,C,Centerpartiet,15.3,9.7,12.0,12.6,9.3,9.2,9.9
1499 Falköping,L,Liberalerna,4.8,3.2,8.5,4.5,5.2,3.4,3.7
1499 Falköping,KD,Kristdemokraterna,6.6,18.5,14.8,9.6,7.8,6.1,9.1
1499 Falköping,MP,Miljöpartiet,5.8,4.4,4.0,3.6,5.3,4.9,3.1
1499 Falköping,S,Socialdemokraterna,38.7,32.7,37.4,36.1,31.2,32.3,29.2
1499 Falköping,V,Vänsterpartiet,5.3,10.4,6.9,4.8,4.7,4.2,5.9
1499 Falköping,SD,Sverigedemokraterna,..,0.4,1.5,4.2,7.8,17.5,20.9
1499 Falköping,A,övriga partier,1.7,1.4,0.6,2.2,0.9,2.5,1.4
1715 Kil,M,Moderaterna,21.1,19.8,13.6,21.0,26.0,18.7,16.1
1715 Kil,C,Centerpartiet,10.5,7.7,10.0,11.0,9.1,8.5,10.2
1715 Kil,L,Liberalerna,6.8,4.2,11.4,6.0,5.6,3.3,4.6
1715 Kil,KD,Kristdemokraterna,3.9,13.1,9.8,6.5,5.1,4.2,5.8
1715 Kil,MP,Miljöpartiet,5.0,4.5,3.8,3.4,5.3,4.5,3.1
1715 Kil,S,Socialdemokraterna,45.2,37.2,41.8,41.7,38.0,38.8,31.9
1715 Kil,V,Vänsterpartiet,5.6,12.2,7.1,5.2,5.2,5.2,6.0
1715 Kil,SD,Sverigedemokraterna,..,0.2,1.6,3.3,4.7,14.6,21.3
1715 Kil,A,övriga partier,1.9,1.1,0.9,1.9,1.0,2.2,1.0
1730 Eda,M,Moderaterna,14.6,14.6,8.8,16.1,22.7,17.7,14.4
1730 Eda,C,Centerpartiet,14.2,9.8,13.3,15.8,12.3,11.2,10.3
1730 Eda,L,Liberalerna,3.8,2.5,8.2,3.5,3.7,2.4,2.8
1730 Eda,KD,Kristdemokraterna,3.2,10.5,8.1,6.1,4.0,3.2,7.4
1730 Eda,MP,Miljöpartiet,4.1,3.4,2.6,2.1,2.8,2.0,1.2
1730 Eda,S,Socialdemokraterna,51.8,44.5,49.8,45.3,43.0,41.8,33.7
1730 Eda,V,Vänsterpartiet,6.8,14.1,7.0,4.8,4.6,5.0,5.8
1730 Eda,SD,Sverigedemokraterna,..,0.2,0.9,3.3,5.7,15.2,23.0
1730 Eda,A,övriga partier,1.5,0.5,1.0,3.0,1.1,1.7,1.4
1737 Torsby,M,Moderaterna,17.8,19.4,15.7,21.4,24.3,17.3,13.9
1737 Torsby,C,Centerpartiet,11.3,8.4,12.7,11.7,8.8,8.9,11.2
1737 Torsby,L,Liberalerna,2.9,2.1,5.9,3.2,3.5,2.5,3.1
1737 Torsby,KD,Kristdemokraterna,2.3,6.7,5.4,3.9,3.1,2.8,5.2
1737 Torsby,MP,Miljöpartiet,3.6,3.3,2.9,2.4,2.8,2.7,1.9
1737 Torsby,S,Socialdemokraterna,52.1,42.1,43.6,44.7,44.3,43.5,35.5
1737 Torsby,V,Vänsterpartiet,8.6,17.2,11.6,8.3,7.2,5.8,6.5
1737 Torsby,SD,Sverigedemokraterna,..,0.3,1.2,2.9,4.2,14.4,21.4
1737 Torsby,A,övriga partier,1.4,0.5,1.0,1.4,1.8,2.0,1.3
1760 Storfors,M,Moderaterna,13.0,15.2,9.3,15.5,18.0,12.2,10.7
1760 Storfors,C,Centerpartiet,7.8,5.5,7.3,8.4,6.4,6.5,8.4
1760 Storfors,L,Liberalerna,4.8,2.8,7.7,3.6,3.3,1.8,2.9
1760 Storfors,KD,Kristdemokraterna,3.0,8.1,7.3,4.5,3.9,3.6,5.3
1760 Storfors,MP,Miljöpartiet,3.0,3.0,3.1,2.2,3.5,2.2,1.2
1760 Storfors,S,Socialdemokraterna,59.0,47.8,52.6,52.3,50.8,49.0,40.7
1760 Storfors,V,Vänsterpartiet,7.8,16.7,10.4,8.6,7.3,6.2,6.9
1760 Storfors,SD,Sverigedemokraterna,..,0.3,1.2,2.8,5.7,17.5,22.5
1760 Storfors,A,övriga partier,1.6,0.6,1.2,2.0,1.1,1.1,1.4
1761 Hammarö,M,Moderaterna,20.5,21.4,14.2,25.0,31.5,25.8,20.0
1761 Hammarö,C,Centerpartiet,3.7,2.0,4.0,5.6,4.5,5.1,8.8
1761 Hammarö,L,Liberalerna,8.2,3.8,13.3,7.0,7.5,5.3,6.6
1761 Hammarö,KD,Kristdemokraterna,2.5,10.0,7.6,6.6,5.6,4.8,6.6
1761 Hammarö,MP,Miljöpartiet,3.8,4.1,3.6,4.0,5.8,6.1,4.1
1761 Hammarö,S,Socialdemokraterna,53.3,43.7,46.5,41.9,35.1,37.7,34.2
1761 Hammarö,V,Vänsterpartiet,6.7,13.7,8.2,5.7,5.0,4.6,5.7
1761 Hammarö,SD,Sverigedemokraterna,..,0.2,1.3,2.3,3.9,8.3,13.2
1761 Hammarö,A,övriga partier,1.3,1.1,1.3,1.9,1.2,2.3,0.9
1762 Munkfors,M,Moderaterna,8.0,8.1,6.1,9.5,11.8,9.7,8.3
1762 Munkfors,C,Centerpartiet,7.3,5.7,8.6,9.7,7.3,6.2,8.1
1762 Munkfors,L,Liberalerna,4.3,2.9,7.0,5.5,5.9,3.5,2.9
1762 Munkfors,KD,Kristdemokraterna,1.8,6.1,4.1,2.7,2.9,2.0,3.9
1762 Munkfors,MP,Miljöpartiet,2.2,2.3,3.0,2.4,2.6,2.1,1.4
1762 Munkfors,S,Socialdemokraterna,67.3,57.1,59.3,55.8,56.1,58.1,52.2
1762 Munkfors,V,Vänsterpartiet,7.7,16.4,9.6,9.1,6.6,4.6,6.1
1762 Munkfors,SD,Sverigedemokraterna,..,0.4,1.8,3.2,4.9,11.4,15.4
1762 Munkfors,A,övriga partier,1.5,0.9,0.5,2.0,1.9,2.5,1.6
1763 Forshaga,M,Moderaterna,14.9,15.6,9.2,16.3,21.1,14.9,13.3
1763 Forshaga,C,Centerpartiet,8.0,5.3,7.5,7.6,6.0,6.5,7.9
1763 Forshaga,L,Liberalerna,5.8,3.1,8.7,5.0,5.1,3.1,2.8
1763 Forshaga,KD,Kristdemokraterna,3.0,9.0,7.2,5.3,4.3,3.5,6.2
1763 Forshaga,MP,Miljöpartiet,4.0,3.8,3.9,3.1,4.9,3.8,2.5
1763 Forshaga,S,Socialdemokraterna,55.9,48.7,51.9,51.2,47.2,46.9,39.0
1763 Forshaga,V,Vänsterpartiet,6.2,13.3,8.1,5.7,5.4,4.8,6.5
1763 Forshaga,SD,Sverigedemokraterna,..,0.1,2.2,3.6,5.2,14.0,20.5
1763 Forshaga,A,övriga partier,2.1,1.1,1.3,2.1,0.9,2.3,1.4
1764 Grums,M,Moderaterna,12.8,12.7,8.8,16.3,20.9,15.2,12.8
1764 Grums,C,Centerpartiet,9.1,6.5,9.6,9.5,7.3,7.4,7.0
1764 Grums,L,Liberalerna,3.6,2.1,5.8,3.3,3.8,2.4,2.2
1764 Grums,KD,Kristdemokraterna,2.6,9.4,7.5,5.4,3.4,3.0,4.6
1764 Grums,MP,Miljöpartiet,4.0,2.8,2.1,2.3,3.7,2.9,1.7
1764 Grums,S,Socialdemokraterna,59.4,50.9,54.7,52.0,48.8,48.0,41.2
1764 Grums,V,Vänsterpartiet,6.5,14.6,8.8,6.4,5.3,4.3,5.5
1764 Grums,SD,Sverigedemokraterna,..,0.2,0.9,2.7,5.4,14.9,23.2
1764 Grums,A,övriga partier,2.1,0.7,1.8,2.1,1.3,2.0,1.8
1765 Årjäng,M,Moderaterna,16.5,17.0,9.8,19.3,24.4,19.0,13.8
1765 Årjäng,C,Centerpartiet,25.7,10.4,14.3,18.7,14.3,12.5,10.0
1765 Årjäng,L,Liberalerna,5.8,12.5,27.0,8.2,7.4,5.6,3.5
1765 Årjäng,KD,Kristdemokraterna,6.6,16.7,10.7,10.0,8.4,8.0,16.0
1765 Årjäng,MP,Miljöpartiet,5.0,3.3,2.1,2.3,3.0,2.4,1.8
1765 Årjäng,S,Socialdemokraterna,34.0,29.7,29.3,31.9,31.7,29.5,25.2
1765 Årjäng,V,Vänsterpartiet,4.4,9.5,5.5,4.6,3.3,3.2,3.7
1765 Årjäng,SD,Sverigedemokraterna,..,0.1,0.7,2.9,6.6,18.3,25.1
1765 Årjäng,A,övriga partier,2.0,0.7,0.6,2.0,1.0,1.5,1.0
1766 Sunne,M,Moderaterna,21.7,20.9,14.6,23.7,27.4,21.5,17.6
1766 Sunne,C,Centerpartiet,20.1,16.2,20.3,19.9,16.8,13.7,15.1
1766 Sunne,L,Liberalerna,4.9,4.0,9.4,5.2,4.9,4.0,3.9
1766 Sunne,KD,Kristdemokraterna,4.1,11.5,8.9,5.7,4.4,3.5,7.2
1766 Sunne,MP,Miljöpartiet,4.8,4.2,3.8,3.2,4.1,3.6,2.6
1766 Sunne,S,Socialdemokraterna,38.4,32.2,35.1,34.2,32.6,34.9,28.6
1766 Sunne,V,Vänsterpartiet,4.1,9.6,5.9,3.9,4.5,3.7,4.8
1766 Sunne,SD,Sverigedemokraterna,..,0.8,1.6,2.5,4.1,12.6,18.8
1766 Sunne,A,övriga partier,1.8,0.6,0.5,1.7,1.1,2.5,1.4
1780 Karlstad,M,Moderaterna,24.3,23.2,15.2,25.2,29.9,23.3,19.5
1780 Karlstad,C,Centerpartiet,6.3,4.1,5.7,7.5,5.5,5.7,8.5
1780 Karlstad,L,Liberalerna,8.3,4.7,14.2,7.7,7.5,5.3,5.7
1780 Karlstad,KD,Kristdemokraterna,3.8,12.0,8.7,6.5,5.3,4.5,6.4
1780 Karlstad,MP,Miljöpartiet,4.9,4.9,4.9,5.5,8.0,7.7,4.8
1780 Karlstad,S,Socialdemokraterna,44.4,36.4,40.0,36.8,32.9,34.7,31.7
1780 Karlstad,V,Vänsterpartiet,6.4,12.7,8.0,6.0,5.5,5.5,7.9
